Тип,Время,Температура,День недели,Средняя температура,Стандартное отклонение,Количество
Исходные данные,2023-03-12T08:00,4.2,,,,
Исходные данные,2023-03-12T09:00,4.6,,,,
Исходные данные,2023-03-12T10:00,4.8,,,,
Исходные данные,2023-03-12T11:00,5.1,,,,
Исходные данные,2023-03-12T12:00,5.4,,,,
Исходные данные,2023-03-12T13:00,5.6,,,,
Исходные данные,2023-03-12T14:00,4.9,,,,
Исходные данные,2023-03-12T15:00,1.4,,,,
Исходные данные,2023-03-12T16:00,0.2,,,,
Исходные данные,2023-03-12T17:00,-1.6,,,,
Исходные данные,2023-03-12T18:00,-2.3,,,,
Исходные данные,2023-03-12T19:00,-2.8,,,,
Исходные данные,2023-03-12T20:00,-2.8,,,,
Исходные данные,2023-03-12T21:00,-2.9,,,,
Исходные данные,2023-03-12T22:00,-3.2,,,,
Исходные данные,2023-03-12T23:00,-3.5,,,,
Исходные данные,2023-03-13T00:00,-4.3,,,,
Исходные данные,2023-03-13T01:00,-4.3,,,,
Исходные данные,2023-03-13T02:00,-5.0,,,,
Исходные данные,2023-03-13T03:00,-6.8,,,,
Исходные данные,2023-03-13T04:00,-6.3,,,,
Исходные данные,2023-03-13T05:00,-6.8,,,,
Исходные данные,2023-03-13T06:00,-7.4,,,,
Исходные данные,2023-03-13T07:00,-7.9,,,,
Исходные данные,2023-03-13T08:00,-7.6,,,,
Исходные данные,2023-03-13T09:00,-6.6,,,,
Исходные данные,2023-03-13T10:00,-5.2,,,,
Исходные данные,2023-03-13T11:00,-4.0,,,,
Исходные данные,2023-03-13T12:00,-2.7,,,,
Исходные данные,2023-03-13T13:00,-1.9,,,,
Исходные данные,2023-03-13T14:00,-1.5,,,,
Исходные данные,2023-03-13T15:00,-2.2,,,,
Исходные данные,2023-03-13T16:00,-2.2,,,,
Исходные данные,2023-03-13T17:00,-2.8,,,,
Исходные данные,2023-03-13T18:00,-4.0,,,,
Исходные данные,2023-03-13T19:00,-5.2,,,,
Исходные данные,2023-03-13T20:00,-5.6,,,,
Исходные данные,2023-03-13T21:00,-6.1,,,,
Исходные данные,2023-03-13T22:00,-5.9,,,,
Исходные данные,2023-03-13T23:00,-6.7,,,,
Исходные данные,2023-03-14T00:00,-7.4,,,,
Исходные данные,2023-03-14T01:00,-8.0,,,,
Исходные данные,2023-03-14T02:00,-7.8,,,,
Исходные данные,2023-03-14T03:00,-6.8,,,,
Исходные данные,2023-03-14T04:00,-5.3,,,,
Исходные данные,2023-03-14T05:00,-3.5,,,,
Исходные данные,2023-03-14T06:00,-2.3,,,,
Исходные данные,2023-03-14T07:00,-1.3,,,,
Исходные данные,2023-03-14T08:00,-0.3,,,,
Исходные данные,2023-03-14T09:00,0.8,,,,
Исходные данные,2023-03-14T10:00,1.3,,,,
Исходные данные,2023-03-14T11:00,2.2,,,,
Исходные данные,2023-03-14T12:00,2.3,,,,
Исходные данные,2023-03-14T13:00,2.5,,,,
Исходные данные,2023-03-14T14:00,2.2,,,,
Исходные данные,2023-03-14T15:00,3.1,,,,
Исходные данные,2023-03-14T16:00,3.2,,,,
Исходные данные,2023-03-14T17:00,3.3,,,,
Исходные данные,2023-03-14T18:00,3.3,,,,
Исходные данные,2023-03-14T19:00,3.0,,,,
Исходные данные,2023-03-14T20:00,2.8,,,,
Исходные данные,2023-03-14T21:00,2.8,,,,
Исходные данные,2023-03-14T22:00,2.8,,,,
Исходные данные,2023-03-14T23:00,2.7,,,,
Исходные данные,2023-03-15T00:00,2.8,,,,
Исходные данные,2023-03-15T01:00,2.5,,,,
Исходные данные,2023-03-15T02:00,2.3,,,,
Исходные данные,2023-03-15T03:00,2.0,,,,
Исходные данные,2023-03-15T04:00,1.9,,,,
Исходные данные,2023-03-15T05:00,1.6,,,,
Исходные данные,2023-03-15T06:00,1.6,,,,
Исходные данные,2023-03-15T07:00,1.0,,,,
Исходные данные,2023-03-15T08:00,1.2,,,,
Исходные данные,2023-03-15T09:00,1.9,,,,
Исходные данные,2023-03-15T10:00,2.3,,,,
Исходные данные,2023-03-15T11:00,2.7,,,,
Исходные данные,2023-03-15T12:00,3.0,,,,
Исходные данные,2023-03-15T13:00,3.2,,,,
Исходные данные,2023-03-15T14:00,3.5,,,,
Исходные данные,2023-03-15T15:00,4.8,,,,
Исходные данные,2023-03-15T16:00,4.3,,,,
Исходные данные,2023-03-15T17:00,3.8,,,,
Исходные данные,2023-03-15T18:00,3.1,,,,
Исходные данные,2023-03-15T19:00,2.5,,,,
Исходные данные,2023-03-15T20:00,2.8,,,,
Исходные данные,2023-03-15T21:00,2.9,,,,
Исходные данные,2023-03-15T22:00,2.9,,,,
Исходные данные,2023-03-15T23:00,2.8,,,,
Исходные данные,2023-03-16T00:00,2.3,,,,
Исходные данные,2023-03-16T01:00,2.2,,,,
Исходные данные,2023-03-16T02:00,2.0,,,,
Исходные данные,2023-03-16T03:00,1.5,,,,
Исходные данные,2023-03-16T04:00,1.4,,,,
Исходные данные,2023-03-16T05:00,1.2,,,,
Исходные данные,2023-03-16T06:00,1.3,,,,
Исходные данные,2023-03-16T07:00,1.1,,,,
Исходные данные,2023-03-16T08:00,1.1,,,,
Исходные данные,2023-03-16T09:00,1.2,,,,
Исходные данные,2023-03-16T10:00,1.1,,,,
Исходные данные,2023-03-16T11:00,0.9,,,,
Исходные данные,2023-03-16T12:00,1.0,,,,
Исходные данные,2023-03-16T13:00,1.2,,,,
Исходные данные,2023-03-16T14:00,1.4,,,,
Исходные данные,2023-03-16T15:00,1.5,,,,
Исходные данные,2023-03-16T16:00,1.7,,,,
Исходные данные,2023-03-16T17:00,0.9,,,,
Исходные данные,2023-03-16T18:00,0.9,,,,
Исходные данные,2023-03-16T19:00,0.9,,,,
Исходные данные,2023-03-16T20:00,0.6,,,,
Исходные данные,2023-03-16T21:00,0.6,,,,
Исходные данные,2023-03-16T22:00,0.5,,,,
Исходные данные,2023-03-16T23:00,0.4,,,,
Исходные данные,2023-03-17T00:00,0.4,,,,
Исходные данные,2023-03-17T01:00,0.5,,,,
Исходные данные,2023-03-17T02:00,0.6,,,,
Исходные данные,2023-03-17T03:00,0.1,,,,
Исходные данные,2023-03-17T04:00,-0.7,,,,
Исходные данные,2023-03-17T05:00,-1.7,,,,
Исходные данные,2023-03-17T06:00,-2.3,,,,
Исходные данные,2023-03-17T07:00,-2.6,,,,
Исходные данные,2023-03-17T08:00,-2.0,,,,
Исходные данные,2023-03-17T09:00,-0.9,,,,
Исходные данные,2023-03-17T10:00,-0.2,,,,
Исходные данные,2023-03-17T11:00,0.6,,,,
Исходные данные,2023-03-17T12:00,1.3,,,,
Исходные данные,2023-03-17T13:00,1.8,,,,
Исходные данные,2023-03-17T14:00,2.0,,,,
Исходные данные,2023-03-17T15:00,2.7,,,,
Исходные данные,2023-03-17T16:00,2.3,,,,
Исходные данные,2023-03-17T17:00,1.2,,,,
Исходные данные,2023-03-17T18:00,-1.0,,,,
Исходные данные,2023-03-17T19:00,-3.0,,,,
Исходные данные,2023-03-17T20:00,-3.9,,,,
Исходные данные,2023-03-17T21:00,-4.9,,,,
Исходные данные,2023-03-17T22:00,-6.1,,,,
Исходные данные,2023-03-17T23:00,-6.6,,,,
Исходные данные,2023-03-18T00:00,-7.0,,,,
Исходные данные,2023-03-18T01:00,-7.4,,,,
Исходные данные,2023-03-18T02:00,-8.1,,,,
Исходные данные,2023-03-18T03:00,-8.6,,,,
Исходные данные,2023-03-18T04:00,-8.7,,,,
Исходные данные,2023-03-18T05:00,-9.3,,,,
Исходные данные,2023-03-18T06:00,-9.8,,,,
Исходные данные,2023-03-18T07:00,-10.1,,,,
Исходные данные,2023-03-18T08:00,-7.9,,,,
Исходные данные,2023-03-18T09:00,-5.4,,,,
Исходные данные,2023-03-18T10:00,-4.0,,,,
Исходные данные,2023-03-18T11:00,-2.8,,,,
Исходные данные,2023-03-18T12:00,-1.7,,,,
Исходные данные,2023-03-18T13:00,-0.7,,,,
Исходные данные,2023-03-18T14:00,0.2,,,,
Исходные данные,2023-03-18T15:00,1.8,,,,
Исходные данные,2023-03-18T16:00,1.6,,,,
Исходные данные,2023-03-18T17:00,0.6,,,,
Исходные данные,2023-03-18T18:00,-2.1,,,,
Исходные данные,2023-03-18T19:00,-3.5,,,,
Исходные данные,2023-03-18T20:00,-3.8,,,,
Исходные данные,2023-03-18T21:00,-4.5,,,,
Исходные данные,2023-03-18T22:00,-5.2,,,,
Исходные данные,2023-03-18T23:00,-5.8,,,,
Исходные данные,2023-03-19T00:00,-6.8,,,,
Исходные данные,2023-03-19T01:00,-7.7,,,,
Исходные данные,2023-03-19T02:00,-8.3,,,,
Исходные данные,2023-03-19T03:00,-8.9,,,,
Исходные данные,2023-03-19T04:00,-9.1,,,,
Исходные данные,2023-03-19T05:00,-9.9,,,,
Исходные данные,2023-03-19T06:00,-10.4,,,,
Исходные данные,2023-03-19T07:00,-10.8,,,,
Исходные данные,2023-03-19T08:00,-8.6,,,,
Исходные данные,2023-03-19T09:00,-6.9,,,,
Исходные данные,2023-03-19T10:00,-5.3,,,,
Исходные данные,2023-03-19T11:00,-4.1,,,,
Исходные данные,2023-03-19T12:00,-3.0,,,,
Исходные данные,2023-03-19T13:00,-2.2,,,,
Исходные данные,2023-03-19T14:00,-1.7,,,,
Исходные данные,2023-03-19T15:00,0.4,,,,
Исходные данные,2023-03-19T16:00,0.6,,,,
Исходные данные,2023-03-19T17:00,0.2,,,,
Исходные данные,2023-03-19T18:00,-2.2,,,,
Исходные данные,2023-03-19T19:00,-4.1,,,,
Исходные данные,2023-03-19T20:00,-4.8,,,,
Исходные данные,2023-03-19T21:00,-5.6,,,,
Исходные данные,2023-03-19T22:00,-6.6,,,,
Исходные данные,2023-03-19T23:00,-7.0,,,,
Исходные данные,2023-03-20T00:00,-7.7,,,,
Исходные данные,2023-03-20T01:00,-8.5,,,,
Исходные данные,2023-03-20T02:00,-9.0,,,,
Исходные данные,2023-03-20T03:00,-8.7,,,,
Исходные данные,2023-03-20T04:00,-8.0,,,,
Исходные данные,2023-03-20T05:00,-8.5,,,,
Исходные данные,2023-03-20T06:00,-8.9,,,,
Исходные данные,2023-03-20T07:00,-9.1,,,,
Исходные данные,2023-03-20T08:00,-7.1,,,,
Исходные данные,2023-03-20T09:00,-4.8,,,,
Исходные данные,2023-03-20T10:00,-2.5,,,,
Исходные данные,2023-03-20T11:00,-0.7,,,,
Исходные данные,2023-03-20T12:00,0.4,,,,
Исходные данные,2023-03-20T13:00,1.5,,,,
Исходные данные,2023-03-20T14:00,2.3,,,,
Исходные данные,2023-03-20T15:00,3.1,,,,
Исходные данные,2023-03-20T16:00,3.0,,,,
Исходные данные,2023-03-20T17:00,2.3,,,,
Исходные данные,2023-03-20T18:00,0.0,,,,
Исходные данные,2023-03-20T19:00,-1.9,,,,
Исходные данные,2023-03-20T20:00,-2.0,,,,
Исходные данные,2023-03-20T21:00,-2.5,,,,
Исходные данные,2023-03-20T22:00,-2.8,,,,
Исходные данные,2023-03-20T23:00,-2.7,,,,
Исходные данные,2023-03-21T00:00,-2.2,,,,
Исходные данные,2023-03-21T01:00,-2.2,,,,
Исходные данные,2023-03-21T02:00,-2.2,,,,
Исходные данные,2023-03-21T03:00,-2.8,,,,
Исходные данные,2023-03-21T04:00,-3.5,,,,
Исходные данные,2023-03-21T05:00,-3.0,,,,
Исходные данные,2023-03-21T06:00,-2.5,,,,
Исходные данные,2023-03-21T07:00,-2.0,,,,
Исходные данные,2023-03-21T08:00,-0.8,,,,
Исходные данные,2023-03-21T09:00,0.1,,,,
Исходные данные,2023-03-21T10:00,0.8,,,,
Исходные данные,2023-03-21T11:00,2.0,,,,
Исходные данные,2023-03-21T12:00,3.3,,,,
Исходные данные,2023-03-21T13:00,4.3,,,,
Исходные данные,2023-03-21T14:00,4.6,,,,
Исходные данные,2023-03-21T15:00,5.2,,,,
Исходные данные,2023-03-21T16:00,5.1,,,,
Исходные данные,2023-03-21T17:00,4.5,,,,
Исходные данные,2023-03-21T18:00,3.5,,,,
Исходные данные,2023-03-21T19:00,2.3,,,,
Исходные данные,2023-03-21T20:00,2.6,,,,
Исходные данные,2023-03-21T21:00,2.7,,,,
Исходные данные,2023-03-21T22:00,2.7,,,,
Исходные данные,2023-03-21T23:00,2.6,,,,
Исходные данные,2023-03-22T00:00,2.5,,,,
Исходные данные,2023-03-22T01:00,2.4,,,,
Исходные данные,2023-03-22T02:00,1.9,,,,
Исходные данные,2023-03-22T03:00,1.4,,,,
Исходные данные,2023-03-22T04:00,1.8,,,,
Исходные данные,2023-03-22T05:00,1.8,,,,
Исходные данные,2023-03-22T06:00,1.6,,,,
Исходные данные,2023-03-22T07:00,1.2,,,,
Исходные данные,2023-03-22T08:00,1.1,,,,
Исходные данные,2023-03-22T09:00,1.5,,,,
Исходные данные,2023-03-22T10:00,1.8,,,,
Исходные данные,2023-03-22T11:00,2.2,,,,
Исходные данные,2023-03-22T12:00,2.8,,,,
Исходные данные,2023-03-22T13:00,3.2,,,,
Исходные данные,2023-03-22T14:00,3.5,,,,
Исходные данные,2023-03-22T15:00,4.0,,,,
Исходные данные,2023-03-22T16:00,3.2,,,,
Исходные данные,2023-03-22T17:00,3.0,,,,
Исходные данные,2023-03-22T18:00,2.4,,,,
Исходные данные,2023-03-22T19:00,1.7,,,,
Исходные данные,2023-03-22T20:00,0.6,,,,
Исходные данные,2023-03-22T21:00,-0.4,,,,
Исходные данные,2023-03-22T22:00,-0.5,,,,
Исходные данные,2023-03-22T23:00,-0.3,,,,
Исходные данные,2023-03-23T00:00,0.2,,,,
Исходные данные,2023-03-23T01:00,1.0,,,,
Исходные данные,2023-03-23T02:00,1.5,,,,
Исходные данные,2023-03-23T03:00,1.5,,,,
Исходные данные,2023-03-23T04:00,1.5,,,,
Исходные данные,2023-03-23T05:00,1.6,,,,
Исходные данные,2023-03-23T06:00,0.9,,,,
Исходные данные,2023-03-23T07:00,1.2,,,,
Исходные данные,2023-03-23T08:00,2.1,,,,
Исходные данные,2023-03-23T09:00,3.2,,,,
Исходные данные,2023-03-23T10:00,4.2,,,,
Исходные данные,2023-03-23T11:00,5.2,,,,
Исходные данные,2023-03-23T12:00,5.9,,,,
Исходные данные,2023-03-23T13:00,6.7,,,,
Исходные данные,2023-03-23T14:00,7.2,,,,
Исходные данные,2023-03-23T15:00,7.6,,,,
Исходные данные,2023-03-23T16:00,6.8,,,,
Исходные данные,2023-03-23T17:00,6.2,,,,
